20,96.0
30,95.5
40,94.0
50,93.0
60,92.0
80,91.0
100,90.5
200,89.5
300,89.0
500,89.0
1000,90.0
2000,93.0
3000,97.5
4000,95.5
5000,96.0
6000,92.0
8000,94.0
10000,91.0
20000,80.0
